t,posx,posy,posz,velx,vely,velz,accx,accy,accz,jerkx,jerky,jerkz,snapx,snapy,snapz
0.000000000000000000e+00,-1.767766952966368099e-01,3.061862178478972907e-01,8.535533905932737309e-01,-1.399952531980057968e-17,-1.822113689535184288e-17,-3.175370889809295245e-17,-1.125337497973620370e-18,-2.879901249658105208e-18,-4.964564609172129442e-18,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000099999990899e-01,-1.767766952966368654e-01,3.061862178478972907e-01,8.535533905932737309e-01,-1.985679935689068783e-17,-3.310949671367681235e-17,-5.753811174448709384e-17,4.973118526328738298e+00,-5.177405009309500317e-01,6.094815696412543907e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000199999981798e-01,-1.767766952966368654e-01,3.061862178478971241e-01,8.535533905932736198e-01,9.946237549969285663e-01,-1.035481053635945725e-01,1.218963200230600320e-03,9.315024031544983929e-01,-2.779918929657624549e+00,-1.044593705555171059e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000299999972420e-01,2.214806564898546062e-02,2.854765957396972476e-01,8.537971832455093502e-01,1.180924244942851198e+00,-6.595319190943063070e-01,-2.076997883567397174e-01,-3.485589473967107388e+00,1.456953324888172197e-01,-8.582401213311089405e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000399999963596e-01,2.583329264467971731e-01,1.535702053255174615e-01,8.122572234971636718e-01,4.838063152935382361e-01,-6.303928511395895384e-01,-3.793478212053619791e-01,4.153573001572579138e+00,1.775737803242677382e+00,-2.143498734474558187e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000049999995477e+00,3.550941943435674819e-01,2.749162879367160472e-02,7.363876554626135329e-01,1.314520957143780144e+00,-2.752452727336776594e-01,-8.080475895352590143e-01,1.355739665080392120e+00,1.031055521590630075e+00,3.495368984153786496e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000059999994484e+00,6.179983989175319437e-01,-2.755742850551640838e-02,5.747781294750865522e-01,1.585668903717253997e+00,-6.903415810499738403e-02,-1.089737577508150534e-01,-4.447687673809567421e+00,3.871434676350452575e-01,2.251265098047190882e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000069999993713e+00,9.351321955176707945e-01,-4.136426081685745659e-02,5.529833768351857248e-01,6.961313244784677057e-01,8.394539293446006550e-03,3.412792843712721957e-01,-4.917097503575283746e+00,-9.067211822036725932e-01,3.014638005362056325e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000079999992719e+00,1.074358467374676662e+00,-3.968535287422286784e-02,6.212392371222330567e-01,-2.872882254075597164e-01,-1.729497062144995101e-01,3.418822120024909705e-01,-4.903072478024630421e+00,3.999844094184315524e-01,-8.943673726875788210e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000089999991726e+00,1.016900819420282653e+00,-7.427529584661962669e-02,6.896156829415530654e-01,-1.267902770043206173e+00,-9.295282033096947949e-02,1.630087285213022985e-01,-3.669287924434849746e-02,2.948893499664384077e+00,-3.255809388586951292e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000099999990955e+00,7.633202527326147235e-01,-9.286586084234166316e-02,7.222174302759005737e-01,-1.275241346259004649e+00,4.968259090908396791e-01,1.564971094185474698e-01,4.195884247015453816e+00,2.113343406668417135e+00,3.266746976085146970e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200000109999990183e+00,5.082719707284014676e-01,6.499325944084921591e-03,7.535168537245811038e-01,-4.360644548970751821e-01,9.194946115579553103e-01,2.218320522069970879e-01,4.937907910167188774e+00,2.265731802977130060e-01,7.521504600477051383e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000119999988968e+00,4.210590753883419746e-01,1.903982574506210834e-01,7.978832663843005157e-01,5.515171765154373018e-01,9.648092498832295805e-01,3.722621517380420575e-01,4.694607434768244048e+00,-1.631915827885424441e+00,9.183572681333385113e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.600000129999988197e+00,5.313625162066009100e-01,3.833601170753588860e-01,8.723357004545306825e-01,1.490438710415156187e+00,6.384260679869878663e-01,3.906292980190659847e-01,2.429655081285062135e+00,-2.296099051963250925e+00,-7.741685727589314725e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
